true_equation,equation_simplified,complexity_multivar,complexity_simplified,eval_std,eval_mean,eval_min,eval_max
 ((exp(x) * 1.0015520654025976) * -0.0029713385228079354) - (((x - 0.38184313748755283) + ((x / -0.5286496932155533) * -1.2701700434925922)) / -0.1330689619565678)                                                                                     ,25.57071609821891*x - 0.0029759502345285911*exp(x) - 2.8695131597418044,18,8,65.46109865298675,118.40312199398352,-2.8724891074195584,203.195671954062
 exp(((((x - x) + 0.10485654609196886) / sqrt(x)) + -0.17535897455256005) / cos(x - x))                                                                                                                                                               ,0.83915573114167337*exp(0.10485654609196886/sqrt(x)),16,6,,,,
 exp(((x * (cos(x) * 0.4201233858794133)) + (x - -1.2385382992408405)) - (x - 0.05317483847086888)) * ((x - -0.04498485981320794) - ((cos(x) * x) - x))                                                                                            ,3.6390153532706459*(-x*cos(x) + 2*x + 0.04498485981320794)*exp(0.4201233858794133*x*cos(x)),26,16,105.31654335367983,69.00960433202813,0.1637005958957703,353.7925915504937
 ((sqrt(exp(x)) - ((x - cos(x)) + x)) / x) / sqrt(exp((x + (-0.08833379805548824 + x)) / 0.5303414768024663) + (x - (1.2528586038505314 + sqrt(x))))                                                                                              ,0.89340621659850466*(-2*x + sqrt(exp(x)) + cos(x))/(x*sqrt(-0.79817466785685422*sqrt(x) + 0.79817466785685422*x + 0.67571218671814902*exp(3.771155166023212*x) - 1)),29,26,,,,
 (0.5439890579203589 + (0.3950669101881403 / exp(x))) * (((x / sqrt(x * x)) - -0.3121104584993813) - ((x * -1.094909551989758) + cos(x / x)))                                                                                                       ,(0.5439890579203589 + 0.3950669101881403*exp(-x))*(1.094909551989758*x + x/sqrt(x**2) - cos(1) + 0.3121104584993813),24,20,1.6346624810466988,3.471752853022339,0.7247710520354893,6.376253573039404
 (((((-1.6988703427494807 * x) - x) + (x / 0.15867223522765733)) + ((-1.480652796876825 * x) * (x - (x - x)))) / -1.3223501839032354) - sqrt(sqrt(0.873729391568545 / (x * x)))                                                                   ,1.1197130797126078*x**2 - 2.7250190790425816*x - 0.96681690675135*(x**(-2))**(1/4),29,19,3056.657365310597,-73.56123437482485,-96681.6906751353,84.41538283026567
 (cos(x) / exp(sqrt(x) - 0.38547122547811746)) + ((0.7214508254516813 + cos(-1.947888857521907 / (x / x))) + (x + x))                                                                                                                                ,2*x + 0.3532319838917255 + 1.4703070043445121*exp(-sqrt(x))*cos(x),21,12,5.694593455581482,10.391209062543613,1.6177644702437028,20.30101073268404
 -0.4135372873696826 - (0.1679740642524124 * (x + (((x + x) - -0.35005537016016336) * exp(cos(x) / -0.9466107263675883))))                                                                                                                             ,-0.1679740642524124*x - 0.1679740642524124*(2*x + 0.35005537016016336)*exp(-1.056400452842196*cos(x)) - 0.4135372873696826,17,16,3.002260540755434,-3.8661214105063455,-11.337022709701763,-0.4339824273410536
 (1.6790260238701475 + x) * (exp(((-2.152746656384056 * x) / 0.07020781396686507) + x) * (x * x))                                                                                                                                                     ,x**2*(x + 1.6790260238701475)*exp(-29.66249374179426*x),16,10,9.981889038046772e-05,1.3627605992094956e-05,1.7572482142432494e-126,0.0010745288941599
 cos(((x + x) * ((x + sqrt(x * x)) / 1.8111585944811337)) + (x * 0.9911114962871559))                                                                                                                                                                ,cos(2*x*(0.55213276355099266*x + 0.55213276355099266*sqrt(x**2)) + 0.9911114962871559*x),17,16,0.7116191432785529,0.0224751210325135,-0.9999991087956872,1.0
 cos(x / exp(x)) + sqrt(exp(x))                                                                                                                                                                                                                         ,sqrt(exp(x)) + cos(x*exp(-x)),9,7,36.60808057150867,30.515526960253133,2.00000000005,149.4131589995189
 x - (0.11676147739056607 + x)                                                                                                                                                                                                                           ,-0.11676147739056607,5,1,3.347588802333357e-16,-0.116761477390566,-0.1167614773905665,-0.1167614773905656
 (0.46837938780575955 * (((((x + x) + x) + x) + ((x / x) / ((((-0.5037684702676245 - x) + x) / x) + -1.482769123393778))) / -1.8271445458396067)) + -1.8573257591793302                                                                           ,-1.0253800420382845*x - 1.8573257591793302 - 0.25634501050957113/(-1.482769123393778 - 0.5037684702676245/x),27,11,2.9461566091585416,-6.83147474506855,-11.943924220025826,-1.8573257592309824
 x * (((-0.6485472682271797 - x) * x) - (3.061462163634296 + x))                                                                                                                                                                                       ,x*(x*(-x - 0.6485472682271797) - x - 3.061462163634296),11,8,340.7037781414626,-320.5366399702887,-1195.469348459061,-3.0614621637991507e-10
 (x * cos(x)) * -1.2986743343736271                                                                                                                                                                                                                      ,-1.2986743343736271*x*cos(x),6,4,5.588948954493182,0.949840913854528,-8.260869348976863,12.30791857462692
 ((x * x) * 0.6277919213629954) * sqrt(sqrt(x))                                                                                                                                                                                                         ,0.6277919213629954*x**(9/4),9,7,32.993735098535815,34.3719345215071,1.9852523681603852e-23,111.63894475485893
 sqrt(sqrt(((x / x) + 1.427420197890757) * (x * (x / x))))                                                                                                                                                                                            ,1.248205926585122*x**(1/4),13,7,0.3651434148094312,1.774938695473057,0.0039471737169299,2.2196588987348784
 ((-0.056107505444638675 - (sqrt(x) - (cos(x) + 1.1864391557248826))) / (1.233188025667037 / x)) - exp(cos(x) * (0.03900211963727495 * x))                                                                                                            ,0.8109063493858493*x*(-sqrt(x) + cos(x) + 1.1303316502802439) - exp(0.03900211963727495*x*cos(x)),21,15,7.04240808818089,-7.255358552840885,-24.03318196699551,-0.4156587998261972
 (((-2.114366124642691 * x) - (x + x)) - (((x + x) / (x + (0.663542046686529 - x))) + ((x / 0.05736636657300141) * 5.376400276644406))) / (x + x)                                                                                                ,-50.42445924397839,27,1,5.401994317466066e-15,-50.42445924397839,-50.4244592439784,-50.424459243978376
 exp((x / 0.7819137983604542) / x)                                                                                                                                                                                                                       ,3.592733581435809,6,1,4.682983361612993e-16,3.592733581435809,3.592733581435809,3.5927335814358106
 0.24594081407472243 / sqrt(exp(1.1476068893018792 * (x + x)) * sqrt(x))                                                                                                                                                                                ,0.24594081407472243/sqrt(sqrt(x)*exp(2.2952137786037584*x)),12,8,2.458454849723752,0.1042961063151842,1.434951465240901e-06,77.77331419828666
 cos(x) - exp(((x + (sqrt(x) + sqrt(x))) / -0.56229618185155) - x)                                                                                                                                                                                    ,-exp(-3.55684435454341*sqrt(x) - 2.7784221772717*x) + cos(x),15,10,0.7110047197795257,-0.0629176663908164,-0.9999990922292852,0.9999951919645472
 exp(((x / (1.1865976235802902 - (exp(x) * ((x / (x * 0.9927964052376758)) - x)))) * x) * sqrt(x)) - cos(x)                                                                                                                                        ,exp(x**(5/2)/(-(1.007255863059455 - x)*exp(x) + 1.1865976235802902)) - cos(x),23,16,0.8344481701055619,1.368469094062687,0.0,2.478963620017925
 x * ((x * -0.31235868437705966) - -0.8711195147517973)                                                                                                                                                                                                  ,x*(0.8711195147517973 - 0.31235868437705966*x),7,5,6.914251280702823,-6.061569761465675,-22.52467329018799,0.6073511502440768
 (sqrt(x + 0.43650833490467705) + x) + (cos(x) - ((cos((-1.2318347583142804 - (x + x)) / 2.1099740139937597) + -0.018313177909215328) - cos(x)))                                                                                                     ,x + sqrt(x + 0.43650833490467705) + 2*cos(x) - cos(0.94787897231700933*x + 0.58381513238765583) + 0.018313177909215328,23,16,3.407888554165155,7.258820573581799,1.844635168613343,12.374120268729431
 exp(cos(x)) - (0.18342399675299334 * cos(x))                                                                                                                                                                                                            ,exp(cos(x)) - 0.18342399675299334*cos(x),8,6,0.6968677429519955,1.2259195403225227,0.5513036596417675,2.534857831706052
 ((x - (1.4242301100154033 * x)) - x) - ((((1.3044255403217033 - x) / -0.5691189725052699) + -1.3692850853196508) * ((x + exp(x)) - ((exp(x) + x) - 0.9306957605713144)))                                                                          ,3.4075504472191472 - 3.0595573535869509*x,27,4,8.841017910201547,-11.89023632086789,-27.188023088625208,3.4075504469131914
 (1.0780972675995775 * (x - 0.9990647256324329)) + (cos(1.2720745137959044 / ((x + exp(x)) * -0.48506469035119965)) - (0.9502293615168389 + x))                                                                                                        ,0.0780972675995775*x + cos(1.2720745137959044/(-0.48506469035119965*x - 0.48506469035119965*exp(x))) - 2.0273183123762864,19,14,0.4437917150581533,-0.7304189732081441,-2.8955801665303067,-0.2463456434617938
 0.6059604344828744 / (exp(x) + 0.687905952067534)                                                                                                                                                                                                        ,0.6059604344828744/(exp(x) + 0.687905952067534),6,5,0.0831461789711626,0.0462437369711967,2.750970201211246e-05,0.3590013020006991
 (x * 0.42353990270314773) - (((x - -1.3583020202786433) * (0.6385495955233748 * x)) - ((x - x) - 0.9818749339783476))                                                                                                                                ,-0.6385495955233748*x*(x + 1.3583020202786433) + 0.42353990270314773*x - 0.9818749339783476,17,10,20.302276370670075,-24.49653111278593,-69.27486751575945,-0.981874934022728
 cos(sqrt(x) / (((0.36815091403507627 / x) + (0.7751825744298866 - x)) - -0.8346816952952916))                                                                                                                                                          ,cos(sqrt(x)/(-x + 1.609864269725178 + 0.36815091403507627/x)),13,9,0.4946442632669192,0.6085975249023959,-0.9999677028204916,1.0
 cos((-0.8986540881896596 - (x / (x * 1.0758534468517724))) + -0.6553137361798873)                                                                                                                                                                       ,-0.79113725536833228,10,1,2.266595827502521e-16,-0.791137255368332,-0.7911372553683326,-0.7911372553683322
 cos(((0.4688799513741281 / x) / (0.6929101212005012 / x)) + ((0.8532629456009517 + x) / x)) * ((x + x) + x)                                                                                                                                        ,3*x*cos(0.6766822088870203 + (x + 0.8532629456009517)/x),20,9,1.2817752728713048,-3.923044210857722,-5.701473556175518,0.5664580715812945
 1.2152064954423676 * (x * (x - (x - -1.4871374897167615)))                                                                                                                                                                                             ,-1.8071791371196657*x,9,2,5.222096294252602,-9.035895685688686,-18.071791371196664,-1.8071791371196656e-10
 exp(sqrt((0.4318279283534867 / (x + 0.9917804290859961)) + 0.35650260772897996))                                                                                                                                                                         ,exp(0.6571361566323122*sqrt(0.82556635252445561 + 1/(x + 0.9917804290859961))),9,10,0.1137725979601708,1.969810862250737,1.8759546460797527,2.4348688895694366
 exp((-0.3277345864934808 - cos(x)) + ((0.9394825200861078 - (x * x)) - exp(x)))                                                                                                                                                                       ,1.843651163796437*exp(-x**2 - exp(x) - cos(x)),14,11,0.0429313934470179,0.012968839491721,0.0,0.2495110524169503
 sqrt(0.5462638714582289 / ((sqrt(x) * x) / x)) * exp((sqrt(x * x) / 0.17811195536371638) * (x - (x + 0.3553314242897279)))                                                                                                                         ,0.739096659076625*exp(-1.9949891828660106*sqrt(x**2))/x**(1/4),23,15,7.388182538745236,0.2857295622869614,9.006857742491741e-10,233.7228853236821
 exp((x / 1.7537079096440578) - (0.8339047253437792 + (x - ((x + (x * -0.31166677708376134)) / 0.8013770353678011)))) + 0.7039142904630391                                                                                                             ,0.4343499534952027*exp(0.42915842889808025*x) + 0.7039142904630391,18,7,8.025586712627309,8.008132592137747,1.1382642439768824,32.44714712771036
 (cos(x) - -1.3487684639273043) - 0.803028662210986                                                                                                                                                                                                       ,cos(x) + 0.54573980171631829,6,3,0.7212538956522394,0.4914730107688871,-0.4542589962748886,1.5457398017163184
 sqrt(sqrt(x) - -0.36026134268056553)                                                                                                                                                                                                                     ,sqrt(sqrt(x) + 0.36026134268056553),5,4,0.2597733622613966,1.5493277724004628,0.6002260763083903,1.8768428284885617
 ((x * (sqrt(x / x) / -0.8480756151090975)) + ((x + x) * (-0.456684814848758 / x))) * cos(x)                                                                                                                                                        ,(-1.17914014055381*x - 0.913369629697516)*cos(x),19,6,5.6534608500228005,0.9119801171339617,-8.40407968588989,12.083781855686526
 0.12264155775638008 * (-2.0311762775190667 + sqrt(x))                                                                                                                                                                                                    ,0.12264155775638008*sqrt(x) - 0.24910662275274371,6,5,0.0916013871876349,0.0093773115847902,-0.2491053963371661,0.138720035548507
 (cos(x) + -1.1778250331749807) * (x / -0.20733045164260064)                                                                                                                                                                                             ,-4.8232181624907425*x*(cos(x) - 1.1778250331749807),8,6,29.76527726871864,31.932201964131487,8.576889297550856e-11,100.1893186999889
 (((-1.6122440159951001 * x) / -0.5254824011732084) * -0.48942310975959913) * x                                                                                                                                                                          ,-1.5016097175432053*x**2,9,5,44.81694320425474,-50.07870913244643,-150.1609717543205,-1.501609717543205e-20
 -0.6466483373402189 + ((x / -0.9719174222897511) * -0.4851477583187308)                                                                                                                                                                                  ,0.4991656155064756*x - 0.6466483373402189,7,4,1.442408700616865,1.8491797402171173,-0.6466483372903024,4.345007817724537
 sqrt(x) * (0.2817302581202805 * ((x * -2.6372830448723117) / 0.5875081199313946))                                                                                                                                                                       ,-1.2646675131143357*x**(3/2),10,7,12.009024652206367,-16.000923498795355,-39.99229824262165,-1.2646675131143358e-15
 x * ((x * -0.24252803985547358) + x)                                                                                                                                                                                                                   ,0.75747196014452642*x**2,7,5,22.607457463817315,25.261702508242035,7.574719601445265e-21,75.74719601445264
 exp(0.43939234306633734 - cos(x))                                                                                                                                                                                                                        ,1.5517639918122051*exp(-cos(x)),5,5,1.3277190623360051,2.081712870023412,0.5708620701378406,4.218126790771648
 cos((x + x) + 1.7520861438920943) / ((x + sqrt(x + x)) / x)                                                                                                                                                                                         ,x*cos(2*x + 1.7520861438920943)/(sqrt(2)*sqrt(x) + x),15,12,0.4125136561884122,-0.0040985598195425,-0.6713317325637709,0.6739943357586693
 (cos(x) * ((x / (x - -0.8605175845582566)) * 0.18821612038225446)) - sqrt((sqrt(x) * x) * (x * ((x + sqrt(x)) + exp(0.5572181774730519 * x))))                                                                                                   ,0.18821612038225446*x*cos(x)/(x + 0.8605175845582566) - sqrt(x**(5/2)*(sqrt(x) + x + exp(0.5572181774730519*x))),28,21,77.64268061619744,-69.37936779731815,-295.6661192951507,2.1556202284421533e-11
 sqrt(exp(x + (0.8159144008836582 - x))) + ((x * x) / 0.2882156478360306)                                                                                                                                                                              ,3.469624246664471*x**2 + 1.503742800265359,13,7,103.55417322237236,117.21576931263658,1.5037428002653586,348.4661674667124
 sqrt((x / x) * (1.8690350569686065 - ((x / x) / (-1.309777988023463 - x))))                                                                                                                                                                          ,1.3671265694765085*sqrt(1 - 0.53503544316707626/(-x - 1.309777988023463)),14,10,0.049056400299967,1.443059382045757,1.3990904625525538,1.6225052318974529
 sqrt(sqrt(0.7871910625502234 + x))                                                                                                                                                                                                                       ,(x + 0.7871910625502234)**(1/4),5,7,0.2271608377026524,1.5045130660791035,0.941933057023104,1.812287490738016
 exp(((-0.46163991886599465 * ((x + (-1.1522491942262 / x)) + -0.39380777716464543)) + (cos(x - (-0.6205374462399446 + x)) + cos(-0.8952574106658153 + (0.34602647894770955 / ((x - -1.42859674479198) / 1.266568197101642))))) * -0.3372601881711313),0.71484005123085335*exp(0.15569276590405114*x - 0.3372601881711313*cos(0.8952574106658153 - 0.34602647894770955/(0.7895350619795723*x + 1.127927219443151)) - 0.17939686405979133/x),30,20,0.6476287871793994,1.299137751199146,0.0,2.6710226126263823
 exp(((2.506314364525489 - (-1.0172013041791144 - x)) / -0.048352922088851606) - (x * x)) - ((x + sqrt(x)) + (1.266071307275691 + cos(x)))                                                                                                           ,-sqrt(x) - x + 2.2522556041238857e-32*exp(-x**2 - 20.681273370871685*x) - cos(x) - 1.266071307275691,22,19,3.5307397008272514,-8.319441919769664,-13.58927743836762,-2.266081307375692
 ((x + (0.6558304543577124 + (0.7621321253168721 + x))) * (0.06492075219036358 * (x - (x - x)))) * (x + -2.208176675173205)                                                                                                                          ,0.06492075219036358*x*(x - 2.208176675173205)*(2*x + 1.417962579674585),19,10,30.616500044531737,24.98465791704362,-0.3099893504853642,108.34298456749632
 (exp(sqrt(x + 0.32644790317427036)) - 1.1326175915552237) / ((cos(x) + ((x - 0.2763216950621063) + exp(cos(-0.9988171250478202 * x)))) / (x + 0.3326891330722427))                                                                                   ,(x + 0.3326891330722427)*(exp(sqrt(x + 0.32644790317427036)) - 1.1326175915552237)/(x + exp(cos(0.9988171250478202*x)) + cos(x) - 0.2763216950621063),24,19,7.219334697683501,9.950547426291752,0.061671846414302,26.32860977042901
 ((-0.20230048891718766 * cos(x)) - -0.19047815789410594) - ((-1.2956024799954886 * x) / (x / (x * x)))                                                                                                                                               ,1.2956024799954886*x**2 - 0.20230048891718766*cos(x) + 0.19047815789410594,16,11,38.70420512637023,43.40982067950538,-0.0118223310230817,129.9204707380116
 (-0.5788419163015008 + x) + exp((x - -0.7531183952148582) * cos(x))                                                                                                                                                                                    ,x + exp((x + 0.7531183952148582)*cos(x)) - 0.5788419163015008,11,8,291.44777292719226,119.6755356490277,1.5447700473185682,1225.127411445817
 ((-0.21420916614426191 * (0.9884764042046095 + x)) - exp((x / x) - 1.1711290235286962)) - -0.6820615865047067                                                                                                                                          ,-0.21420916614426191*x - 0.372391956466344,14,4,0.6189872767675817,-1.443437787198364,-2.514483617908964,-0.3723919564877648
 (cos(0.15540040646646355 + x) * sqrt(x * (-0.040737313117392725 / ((-0.32138340539879534 - x) * (x + x))))) - 0.5232179283064043                                                                                                                     ,0.14271880240072211*sqrt(-1/(-x - 0.32138340539879534))*cos(x + 0.15540040646646355) - 0.5232179283064043,19,14,0.0623431489965538,-0.5213841103733814,-0.6026339643053712,-0.2745016133642162
 (exp(0.5022616835534227 + cos(x)) - (x - x)) - ((x + -0.1968347366218337) * ((x * x) / exp(x)))                                                                                                                                                    ,-x**2*(x - 0.1968347366218337)*exp(-x) + 1.652454376442877*exp(cos(x)),20,15,1.5727289691242572,1.455319725106767,-0.6484895971334649,4.491836703842296
 (x - (0.47762988502728765 / exp(-0.5394775189946527 * x))) / ((((exp(x) + x) + 0.6972705247756497) * -0.9963547856355809) * (0.4644244395384738 / (-0.3882051123940192 + x)))                                                                        ,2.153202792242716*(x - 0.3882051123940192)*(x - 0.47762988502728765*exp(0.5394775189946527*x))/(-0.9963547856355809*x - 0.9963547856355809*exp(x) - 0.6947288242428515),23,20,0.1341689465805055,0.0403410018166649,-0.2360872844078717,0.1853097334144158
 (-0.18143275541916923 + x) + (x + 0.3715979528957647)                                                                                                                                                                                                   ,2*x + 0.19016519747659547,7,4,5.779279084170626,10.190165197576594,0.1901651976765954,20.190165197476595
 exp(((-0.5803310003750035 / (x + (x + x))) - -0.6235877784689953) + 0.6393044540090252) - (exp(-0.46547047516405055 + cos(-0.009843299922468676 / x)) * cos(x + cos(x)))                                                                            ,-0.62783965272995282*exp(cos(0.009843299922468676/x))*cos(x + cos(x)) + 3.535632585206265*exp(-0.1934436667916678/x),26,16,1.061120334525172,3.3122361520378787,-0.8280069631780212,5.115478071800792
 sqrt(((-1.0040531864460653 - (x / exp(x / -1.0315629152243755))) * -0.6873859652324954) + x)                                                                                                                                                           ,sqrt(0.6873859652324954*x*exp(0.96940282094426568*x) + x + 0.69017206870999126),13,10,81.56586007380024,60.93824604654567,0.8307659531292372,333.9278401491009
 cos(exp((x - (x / x)) + (x - x)))                                                                                                                                                                                                                    ,cos(exp(x - 1)),11,4,0.7057202170745686,0.0269259027580851,-0.9999995653538116,0.9999991195858504
 ((-0.02673013439454228 * ((x * sqrt(x)) / -1.6810813250150172)) * (x * (x - -0.2354520901457531))) * sqrt(x)                                                                                                                                         ,0.015900559953161991*x**3*(x + 0.2354520901457531),17,8,43.53638714455364,32.78576655220236,3.7438200770499055e-33,162.74941960707977
 (((-1.0926452768023753 / (x - -0.7027168844108125)) - x) + x) - -0.3009908801349142                                                                                                                                                                    ,0.3009908801349142 - 1.0926452768023753/(x + 0.7027168844108125),11,6,0.266347311901026,0.0028981547240445,-1.253896017969159,0.1989004213660863
 sqrt(x + (x / x))                                                                                                                                                                                                                                      ,sqrt(x + 1),6,3,0.6366112387793661,2.365317342495463,1.00000000005,3.3166247903554
 (((x * x) + x) / 0.9844352641311616) + cos(cos(x) * x)                                                                                                                                                                                               ,1.01581082721836*x**2 + 1.01581082721836*x + cos(x*cos(x)),13,12,32.94514464960416,39.01641017626287,1.0000000001015812,111.22785931096782
 sqrt(sqrt(x) + (x + x))                                                                                                                                                                                                                                ,sqrt(sqrt(x) + 2*x),7,5,1.0683883020815272,3.311522888259532,0.0031623092827868,4.812720401204331
 cos(sqrt((x * x) / x)) + (((sqrt(x) + cos(cos(x))) / ((0.15701618570689832 / x) * -1.0109830822658017)) / cos(cos(x)))                                                                                                                             ,-6.2995813514501518*x*(sqrt(x) + cos(cos(x)))/cos(cos(x)) + cos(sqrt(x)),24,13,112.8491488604934,-145.13623552240247,-401.14845203524914,0.9999999993200304
 ((((1.6833510831452736 * ((x + -1.0286743529917293) + x)) + (-0.031960386867886235 + x)) * x) - 0.7537580604185465) + (x + 1.9843100081802503)                                                                                                       ,x*(4.3667021662905472*x - 1.7635804731802773) + x + 1.2305519477617038,19,8,128.1932156577276,143.04223968028668,1.1972020485187276,430.2649638450137
 cos(cos(x)) / exp(((x + (x / (0.575503487413793 + x))) + x) - exp(x * -2.150805988612315))                                                                                                                                                          ,exp(-2*x - x/(x + 0.575503487413793) + exp(-2.150805988612315*x))*cos(cos(x)),19,14,0.1489584823068442,0.038489490359488,5.349658657363584e-10,1.4686939390510574
 (((x / (0.38950685195290424 + (x * x))) + cos(x)) * (x + -0.37564467946931485)) / 0.3309592361570601                                                                                                                                                 ,3.021520147349626*(x - 0.37564467946931485)*(x/(x**2 + 0.38950685195290424) + cos(x)),16,13,12.263768631124789,0.2726895046507053,-24.61701950182573,20.918161569869767
 sqrt(exp(-0.13934367945320517 + ((-0.392095460469109 * x) + -0.22403339439250636)))                                                                                                                                                                      ,0.83386101689205069*sqrt(exp(-0.392095460469109*x)),9,6,0.200911152108361,0.3655624835967286,0.1174002972947139,0.833861016875703
 ((x + x) / cos(sqrt(x + x))) / exp(1.0829032955388451 + x)                                                                                                                                                                                           ,0.67722201866556354*x*exp(-x)/cos(sqrt(2)*sqrt(x)),14,11,5.416110846765808,0.0879327162385989,-50.68687808158639,154.76728866949935
 -0.8320179884724873 / exp(x / (-0.41928702090286885 + exp((x + -0.5616817785503577) * x)))                                                                                                                                                             ,-0.8320179884724873*exp(-x/(exp(x*(x - 0.5616817785503577)) - 0.41928702090286885)),13,11,0.1533576425375704,-0.7602331384591966,-0.8320179884724873,-0.2980987915751398
 cos(x * (x * (x - -1.7095382279556388))) + ((exp(x - exp(x * -1.9454489000760506)) - (0.31690594702685126 - sqrt(x))) * exp(-11.00945983656206 + x))                                                                                               ,1.654445038470298e-5*(sqrt(x) + exp(x - exp(-1.9454489000760506*x)) - 0.31690594702685126)*exp(x) + cos(x**2*(x + 1.7095382279556388)),26,22,1215.7252005081127,405.10810443721664,-0.999595345050903,8027.176115773769
 cos((cos(x - x) * -0.0881875976625091) * -0.582319211604292)                                                                                                                                                                                            ,0.998681707379684,9,1,2.220446049250313e-16,0.9986817073796846,0.9986817073796844,0.9986817073796844
 exp(0.8672440047957435 * (0.6059670529038659 + (0.16563343600801117 / ((-1.4923740586382637 / x) / sqrt(x)))))                                                                                                                                          ,1.691340303714*exp(-0.096252413086527059*x**(3/2)),13,10,0.5187995532076667,0.7109202620961301,0.080600754967289,1.6913403037139996
 x - ((x + cos(x)) / (((-1.6439332137350895 + (x + x)) / x) - 0.06455552473082299))                                                                                                                                                                  ,x - (x + cos(x))/(-0.06455552473082299 + (2*x - 1.6439332137350895)/x),16,11,14.902360594182838,1.5864439363983782,-451.3790814342957,77.52133155294402
 sqrt(exp(-1.6969044271064502 * x)) - ((((x * 0.6843578920728312) * -0.6705780475280315) + (x - x)) + (x - cos(x)))                                                                                                                                  ,-0.5410846209234016*x + sqrt(exp(-1.6969044271064502*x)) + cos(x),20,9,2.0273904153837763,-2.641469601059623,-6.249711096187512,1.9999999998610465
 x * (sqrt(x) / x)                                                                                                                                                                                                                                      ,sqrt(x),6,1,0.7469033243168309,2.107637403391405,1e-05,3.1622776601683795
 cos((x * -0.1791231125699746) / (-1.8363892612199388 * (x * (x - -1.0444680165087414))))                                                                                                                                                               ,cos(0.097540927924497139/(x + 1.0444680165087414)),12,5,0.0007059315743669,0.999585931387682,0.9956424957474512,0.9999610011910712
 exp(cos(x) + (x * (1.3932272835620396 / (-1.2920629206915168 * exp(x))))) - exp(cos(x * x) / 1.097157196868522)                                                                                                                                      ,exp(-1.078296777386336*x*exp(-x) + cos(x)) - exp(0.9114464206716908*cos(x**2)),20,16,0.9935731220645516,-0.1901693560716979,-2.131079279128313,2.2701844843647305
 cos((sqrt(x) * exp(-1.0206200614199068 * x)) + x)                                                                                                                                                                                                      ,cos(sqrt(x)*exp(-1.0206200614199068*x) + x),10,7,0.6990843280004639,-0.1068577552638916,-0.9999985088693036,0.999999999949999
 -0.9346877158694844 + ((x / x) - (x - x))                                                                                                                                                                                                             ,0.06531228413051560,9,1,0.0,0.0653122841305156,0.0653122841305156,0.0653122841305156
 exp(((-1.0929623929621348 - (x - x)) + (x - -0.1914734776937568)) + (x / (-1.252663005277818 - sqrt(x))))                                                                                                                                            ,0.40596476239874429*exp(x + x/(-sqrt(x) - 1.252663005277818)),17,9,197.2760671166964,110.1654815680096,0.4059647624069329,928.4114261627648
 cos(x) * (exp(sqrt(x * x) - ((x * (x + 0.5099151937914055)) - -0.9957739690296719)) + (sqrt(x) - x))                                                                                                                                               ,(sqrt(x) - x + 0.3694374007572334*exp(-x*(x + 0.5099151937914055) + sqrt(x**2)))*cos(x),21,17,2.720833625242098,0.5137138351031707,-3.8584932400487,6.409101053806952
 (((0.06418671646179316 - x) * x) / (x * (0.9415434888532067 + (-1.2841846432575506 - x)))) + -0.6430834247307531                                                                                                                                      ,(0.06418671646179316 - x)/(-x - 0.3426411544043439) - 0.6430834247307531,15,8,0.1673952516113855,0.2178186101718451,-0.8304126918605118,0.3175815674320185
 exp(sqrt(x)) + (x / ((x + x) / (sqrt(exp(x)) - (-0.3760641855285975 + (((x * (x / 0.25086337319133556)) / (x / x)) * x)))))                                                                                                                     ,-1.9931167856004467*x**3 + exp(sqrt(x)) + sqrt(exp(x))/2 + 0.1880320927642988,27,15,541.6402831676204,-473.4076282740414,-1895.097831034376,2.6143334351693097
 exp(0.32328939928948647 * cos((0.8540868657346323 + (x * x)) + x))                                                                                                                                                                                     ,exp(0.32328939928948647*cos(x**2 + x + 0.8540868657346323)),11,10,0.227346858952046,1.0168090701465495,0.7237653585481714,1.381664515349739
 ((((x - 1.6140807783832474) - cos(x)) * (x - -1.981509489659545)) - 0.39769445475109927) - (x + x)                                                                                                                                                   ,-2*x + (x + 1.981509489659545)*(x - cos(x) - 1.6140807783832474) - 0.39769445475109927,16,12,27.939441340843896,22.43007225625633,-6.34996234120877,90.13161976670108
 (sqrt(x) + cos(x)) + cos(x)                                                                                                                                                                                                                            ,sqrt(x) + 2*cos(x),8,5,1.4486675598626892,1.9991038214965435,-0.2479318686367135,4.516489055738334
 (0.6575104565002311 + ((x / -1.7362154462929797) / (-0.8121729104422887 / x))) * sqrt(x)                                                                                                                                                               ,sqrt(x)*(0.70916596548047114*x**2 + 0.6575104565002311),12,9,65.90155908303358,65.50760110649334,6.575104565002312e-06,226.33719962698123
 (((x - 1.0613198862260609) / -0.9473591514853535) / ((sqrt(x) - (-0.5913154109309167 - x)) / x)) * ((x - x) + -0.8489788120299353)                                                                                                                  ,-0.8489788120299353*x*(1.1202930636834295 - 1.055565883785586*x)/(sqrt(x) + x + 0.5913154109309167),20,12,1.844284016267517,2.4039642193876545,-0.1461290223120052,5.824242134120785
 (0.7701730845417167 + x) * (x * sqrt(x))                                                                                                                                                                                                               ,x**(3/2)*(x + 0.7701730845417167),8,8,99.5045789744188,100.16306241880186,7.701730846417168e-16,340.58277741393044
 ((cos(x) * x) + (cos(x) * 0.6198243477378506)) / 0.5982099220800713                                                                                                                                                                                    ,1.671653984813292*x*cos(x) + 1.036131840780277*cos(x),11,8,7.848823509170424,-1.2788630534161272,-16.87346253343579,11.658259886796694
